title,movieId,id
Stand and Deliver,3071,29154
Moonstruck,3072,2039
Jeremiah Johnson,3074,11943
Repulsion,3075,11481
Irma la Douce,3076,2690
42 Up,3077,20565
Liberty Heights,3078,27141
Mansfield Park,3079,10399
Sleepy Hollow,3081,2668
The World Is Not Enough,3082,36643
All About My Mother,3083,99
Babes in Toyland 1934,3086,25898
Scrooged,3087,9647
Harvey,3088,11787
Bicycle Thieves,3089,5156
Matewan,3090,24276
Kagemusha,3091,11953
McCabe & Mrs. Miller,3093,29005
Maurice,3094,26371
The Grapes of Wrath,3095,596
My Man Godfrey 1957,3096,52470
The Shop Around the Corner,3097,20334
The Natural,3098,11393
Shampoo,3099,31121
A River Runs Through It,3100,293
Fatal Attraction,3101,10998
Jagged Edge,3102,12235
Stanley & Iris,3103,36094
Midnight Run,3104,9013
Awakenings,3105,11005
Come See the Paradise,3106,59820
Backdraft,3107,2924
The Fisher King,3108,177
The River,3109,38557
Country,3110,42087
Places in the Heart,3111,13681
"'night, Mother",3112,34760
End of Days,3113,9946
Toy Story 2,3114,863
Flawless 1999,3115,31582
Miss Julie,3116,125520
Ride with the Devil,3117,22267
Tumbleweeds,3118,55123
The Distinguished Gentleman,3120,10411
The Hitch-Hiker,3121,41462
Santa Fe Trail,3122,1718
The End of the Affair,3125,20024
Holy Smoke!,3127,13787
A Map of the World,3128,54933
Sweet and Lowdown,3129,9684
The Bonfire of the Vanities,3130,9586
Go West 1925,3133,33015
Grand Illusion,3134,777
The Great Santini,3135,21887
The James Dean Story,3136,5652
Stealing Home,3138,32331
Three Ages,3140,32628
The Two Jakes,3141,32669
U2: Rattle and Hum,3142,18161
Hell in the Pacific,3143,31681
The Glass Bottom Boat,3144,33666
Cradle Will Rock,3145,32274
Deuce Bigalow: Male Gigolo,3146,10402
The Green Mile,3147,497
The Cider House Rules,3148,1715
The War Zone,3150,42739
The Last Picture Show,3152,25188
The 7th Voyage of Sinbad,3153,15515
Anna and the King,3155,1439
Bicentennial Man,3156,2277
Stuart Little,3157,10137
The Emperor and the Assassin,3158,10387
Fantasia 2000,3159,49948
Magnolia,3160,334
Onegin,3161,30237
Topsy-Turvy,3163,46435
Boiling Point,3165,22213
Brenda Starr,3166,47070
Carnal Knowledge,3167,36492
Easy Rider,3168,624
The Falcon and the Snowman,3169,26578
Room at the Top,3171,43103
Any Given Sunday,3173,9563
Man on the Moon,3174,1850
Galaxy Quest,3175,926
The Talented Mr. Ripley,3176,1213
Next Friday,3177,10471
The Hurricane,3178,10400
Angela's Ashes,3179,10397
Play It to the Bone,3180,20761
Titus,3181,12524
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",3182,28216
The Third Miracle,3183,36773
Snow Falling on Cedars,3185,10219
"Girl, Interrupted",3186,3558
The Life and Times of Hank Greenberg,3188,41276
My Dog Skip,3189,17908
Supernova,3190,10384
The Terrorist,3192,48233
The Way We Were,3194,10236
Stalag 17,3196,632
The Presidio,3197,11851
Papillon,3198,5924
Pal Joey,3199,33734
The Last Detail,3200,14886
Five Easy Pieces,3201,26617
Even Dwarfs Started Small,3202,11900
Dead Calm,3203,10493
The Boys from Brazil,3204,16241
Black Sunday,3205,27632
Against All Odds,3206,22160
The Snows of Kilimanjaro,3207,4460
National Lampoon's Loaded Weapon 1,3208,9644
Fast Times at Ridgemont High,3210,13342
A Cry in the Dark,3211,35119
Batman: Mask of the Phantasm,3213,14919
American Flyers,3214,14040
Vampyros Lesbos,3216,17343
A Star Is Born 1937,3217,22692
Poison,3218,47620
Pacific Heights,3219,2990
The Draughtsman's Contract,3221,10831
A Zed & Two Noughts,3223,33078
Woman in the Dunes,3224,16672
Down to You,3225,10472
Seven Chances,3232,32600
Where the Buffalo Roam,3235,13005
Eye of the Beholder,3238,18681
Isn't She Great,3239,75531
The Big Tease,3240,20468
The Cup,3241,14521
Encino Man,3243,10406
The Goodbye Girl,3244,14741
I Am Cuba,3245,32015
Malcolm X,3246,1883
Sister Act,3247,2005
Sister Act 2: Back in the Habit,3248,6279
The Hand that Rocks the Cradle,3249,11087
Alive,3250,7305
Agnes of God,3251,24735
Scent of a Woman,3252,9475
Wayne's World,3253,8872
Wayne's World 2,3254,8873
A League of Their Own,3255,11287
Patriot Games,3256,9869
The Bodyguard,3257,619
Death Becomes Her,3258,9374
Far and Away,3259,11259
Howards End,3260,8293
Singles,3261,11068
Twin Peaks: Fire Walk with Me,3262,1923
White Men Can't Jump,3263,10158
Buffy the Vampire Slayer,3264,10206
Hard Boiled,3265,11782
Man Bites Dog,3266,10086
El Mariachi,3267,9367
Stop! Or My Mom Will Shoot,3268,9876
Forever Young,3269,10326
The Cutting Edge,3270,16562
Of Mice and Men 1992,3271,9609
Bad Lieutenant,3272,12143
Scream 3,3273,4234
Single White Female,3274,9605
The Boondock Saints,3275,8374
Gun Shy,3276,29076
The Brandon Teena Story,3281,113096
Different for Girls,3282,106837
They Might Be Giants,3284,27841
The Beach,3285,1907
Snow Day,3286,15489
The Tigger Movie,3287,15655
Not One Less,3289,36210
The Big Combo,3292,22342
Eaten Alive,3294,30062
"To Sir, with Love",3296,25934
Boiler Room,3298,14181
Hanging Up,3299,10385
Pitch Black,3300,2787
The Whole Nine Yards,3301,2069
Beautiful People,3302,61416
Black Tar Heroin: The Dark End of the Street,3303,79515
Blue Collar,3304,14839
The Circus,3306,28978
City Lights,3307,901
The Flamingo Kid,3308,25010
A Dog's Life,3309,36208
The Kid 1921,3310,10098
Class Reunion,3313,33374
The Big Trees,3314,43368
Reindeer Games,3316,2155
Wonder Boys,3317,11004
Deterrence,3318,25212
Mifune,3320,139
Drowning Mona,3324,25166
The Next Best Thing,3325,1831
What Planet Are You From?,3326,10416
Beyond the Mat,3327,14271
Ghost Dog: The Way of the Samurai,3328,4816
The Year My Voice Broke,3329,19958
Splendor in the Grass,3330,28569
My Tutor,3331,2193
Key Largo,3334,11016
For All Mankind,3338,20423
Cross of Iron,3339,10839
Bride of the Monster,3340,36489
Born Yesterday 1950,3341,24481
Birdy,3342,11296
And God Created Woman,3343,61651
Blood Feast,3344,28172
Never Cry Wolf,3347,14280
The Perils of Pauline,3349,149687
A Raisin in the Sun,3350,29478
Two Thousand Maniacs!,3351,28177
Mission to Mars,3354,2067
The Ninth Gate,3355,622
East/West,3357,28463
Defending Your Life,3358,12186
Breaking Away,3359,20283
Hoosiers,3360,5693
Bull Durham,3361,287
Dog Day Afternoon,3362,968
American Graffiti,3363,838
The Asphalt Jungle,3364,16958
The Searchers,3365,3114
The Big Country,3368,12501
Betrayed,3370,31618
Bound for Glory,3371,42232
Hangmen Also Die!,3377,22178
On the Beach,3379,35412
Railroaded!,3380,43463
The Taking of Pelham One Two Three,3384,8333
Volunteers,3385,19259
JFK,3386,820
Who's Harry Crumb?,3387,11718
Harry and the Hendersons,3388,8989
Shanghai Surprise,3390,58048
Who's That Girl,3391,26827
She-Devil,3392,11157
Date With an Angel,3393,28370
Blind Date,3394,918
Nadine,3395,61178
The Muppet Movie,3396,11176
The Great Muppet Caper,3397,14900
The Muppets Take Manhattan,3398,11899
Sesame Street Presents Follow That Bird,3399,36536
We're Back! A Dinosaur's Story,3400,18890
Baby: Secret of the Lost Legend,3401,19736
Turtle Diary,3402,123047
Titanic 1953,3404,16535
A Night to Remember,3405,10971
Captain Horatio Hornblower R.N.,3406,23928
Erin Brockovich,3408,462
Final Destination,3409,9532
The Bear,3412,2383
Love Is a Many-Splendored Thing,3414,53879
Mirror,3415,1396
The Crimson Pirate,3417,11570
Thelma & Louise,3418,1541
...And Justice for All,3420,17443
Animal House,3421,8469
She's Gotta Have It,3422,27995
School Daze,3423,36739
Do the Right Thing,3424,925
Mo' Better Blues,3425,41823
Jungle Fever,3426,1713
Coogan's Bluff,3427,26170
The Champ,3428,30547
Creature Comforts,3429,54825
Death Wish,3430,13939
Death Wish 2,3431,14373
Death Wish 3,3432,24873
Death Wish 5: The Face of Death,3434,34746
Double Indemnity,3435,996
Dying Young,3436,9079
Cool as Ice,3437,1496
Teenage Mutant Ninja Turtles 1990,3438,1498
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3439,1497
Teenage Mutant Ninja Turtles III,3440,1499
Red Dawn,3441,1880
Band of the Hand,3442,33762
Bloodsport,3444,11690
Eyes of Laura Mars,3445,29143
Funny Bones,3446,35292
The Good Earth,3447,36652
"Good Morning, Vietnam",3448,801
The Good Mother,3449,104301
Grumpy Old Men,3450,11520
Guess Who's Coming to Dinner,3451,1879
Romeo Must Die,3452,2085
Here On Earth,3453,13539
Whatever It Takes,3454,16222
The Color of Paradise,3456,17078
Waking the Dead,3457,37722
Gothic,3459,33516
Hillbillys in a Haunted House,3460,99008
Lord of the Flies 1963,3461,9960
Modern Times,3462,3082
National Lampoon's Last Resort,3463,49338
That's Life!,3465,52961
Heart and Souls,3466,12187
Hud,3467,24748
The Hustler,3468,990
Inherit the Wind,3469,1908
Dersu Uzala,3470,9764
Close Encounters of the Third Kind,3471,840
Retroactive,3474,26689
A Place in the Sun,3475,25673
Jacob's Ladder,3476,2291
Empire Records,3477,13531
La Bamba,3478,16620
Ladyhawke,3479,526
Lucas,3480,13346
High Fidelity,3481,243
The Road to El Dorado,3483,10501
The Skulls,3484,11478
El Dorado,3487,6644
Hook,3489,879
Horror Express,3490,32613
My Chauffeur,3491,39406
The Son of the Sheik,3492,85689
True Grit 1969,3494,17529
Roadside Prophets,3495,40841
Madame Sousatzka,3496,118098
Max Dugan Returns,3497,1793
Midnight Express,3498,11327
Misery,3499,1700
Mr. Saturday Night,3500,54087
Murphy's Romance,3501,34322
My Life,3502,41659
Solaris 1972,3503,593
Network,3504,10774
No Way Out 1987,3505,10083
North Dallas Forty,3506,29786
The Odd Couple,3507,11356
The Outlaw Josey Wales,3508,10747
Black and White,3509,38809
Frequency,3510,10559
Ready to Rumble,3511,20697
Return to Me,3512,2621
Rules of Engagement,3513,10479
Me Myself I,3515,49721
"Bell, Book and Candle",3516,2006
The End of Violence,3518,46625
Force 10 from Navarone,3519,17339
How to Stuff a Wild Bikini,3520,26879
Mystery Train,3521,11305
Sacco & Vanzetti,3522,48211
Arthur 1981,3524,13665
Bachelor Party,3525,12309
Parenthood,3526,1552
Predator,3527,106
The Prince of Tides,3528,10333
The Postman Always Rings Twice 1981,3529,11027
All the Vermeers in New York,3531,123757
28 Days,3534,10468
American Psycho,3535,1359
Keeping the Faith,3536,4967
Where the Money is,3537,31776
East Is East,3538,10557
The Filth and the Fury,3539,27745
Passion of Mind,3540,19214
Diner,3543,13776
Shakes the Clown,3544,26291
Cabaret,3545,10784
What Ever Happened to Baby Jane?,3546,10242
Prick Up Your Ears,3547,27857
Auntie Mame,3548,16347
Guys and Dolls,3549,4825
The Hunger,3550,11654
Marathon Man,3551,10518
Caddyshack,3552,11977
Gossip,3553,18041
Love & Basketball,3554,14736
U-571,3555,3536
The Virgin Suicides,3556,1443
Jennifer Eight,3557,10424
Limelight,3559,28971
Empire of Passion,3560,49096
The Crow: Salvation,3563,9456
The Flintstones in Viva Rock Vegas,3564,889
Where the Heart Is,3565,10564
The Big Kahuna,3566,15723
Bossa Nova,3567,19600
Smiling Fish & Goat On Fire,3568,125537
The Idiots,3569,452
Timecode,3571,36234
Carnosaur,3572,39283
Carnosaur 2,3573,65460
Carnosaur 3: Primal Species,3574,55667
Defying Gravity,3575,31978
The Hidden,3576,12476
Two Moon Junction,3577,5241
Gladiator,3578,98
I Dreamed of Africa,3579,21311
Up at the Villa,3580,47724
Human Traffic,3581,11129
Breathless 1983,3584,1058
Inferno,3587,16395
The King of Marvin Gardens,3588,50627
The Lords of Flatbush,3590,38925
Mr. Mom,3591,13105
Battlefield Earth,3593,5491
Center Stage,3594,10560
Screwed,3596,19419
Hamlet 2000,3598,10688
Anchors Aweigh,3599,17889
Blue Hawaii,3600,18228
G.I. Blues,3602,18642
Gypsy 1962,3604,39391
King Creole,3605,18644
On the Town,3606,31516
Pee-wee's Big Adventure,3608,5683
Regret to Inform,3609,113279
Saludos Amigos,3611,14906
The Slipper and the Rose,3612,16176
Things Change,3613,52770
Honeymoon in Vegas,3614,12518
Dinosaur,3615,10567
Loser,3616,10642
Road Trip,3617,9285
Small Time Crooks,3618,10569
The Hollywood Knights,3619,21879
The Myth Of Fingerprints,3620,98502
Possession 1981,3621,21484
The Twelve Chairs,3622,24918
Mission: Impossible II,3623,955
Shanghai Noon,3624,8584
8 ½ Women,3626,11332
Carnival of Souls,3627,16093
Flying Tigers,3628,29372
The Gold Rush,3629,962
Monsieur Verdoux,3632,30588
On Her Majesty's Secret Service,3633,668
Seven Days in May,3634,23518
The Spy Who Loved Me,3635,691
Vagabond,3637,44018
Moonraker,3638,698
The Man with the Golden Gun,3639,682
A King in New York,3640,28973
The Fighting Seabees,3643,22994
Big Momma's House,3646,9600
American Gigolo,3649,2768
The Endless Summer,3653,21
The Guns of Navarone,3654,10911
La Grande Bouffe,3655,10102
Lured,3656,30308
Pandora and the Flying Dutchman,3657,38688
Quatermass and the Pit,3658,26912
Quatermass II,3659,26278
Puppet Master,3660,26953
Puppet Master II,3661,26954
Puppet Master III Toulon's Revenge,3662,26956
Puppet Master 4,3663,26957
Puppet Master 5: The Final Chapter,3664,26958
Curse of the Puppet Master,3665,26959
Romeo and Juliet,3668,6003
Stay Tuned,3669,23939
Blazing Saddles,3671,11072
Benji,3672,23069
Benji the Hunted,3673,21299
For the Love of Benji,3674,38802
White Christmas,3675,13368
Eraserhead,3676,985
Baraka,3677,14002
The Man with the Golden Arm,3678,541
The Decline of Western Civilization,3679,21137
The Decline of Western Civilization Part II: The Metal Years,3680,36724
For a Few Dollars More,3681,938
Magnum Force,3682,10648
Blood Simple,3683,11368
The Fabulous Baker Boys,3684,10875
Prizzi's Honor,3685,2075
Flatliners,3686,1551
Gandahar,3687,22500
Porky's,3688,10246
Porky's II: The Next Day,3689,19698
Porky's 3: Revenge,3690,23919
Private School,3691,18835
Class of Nuke 'Em High,3692,26554
The Toxic Avenger,3693,15239
The Toxic Avenger Part II,3694,28165
The Toxic Avenger Part III: The Last Temptation of Toxie,3695,28169
Night of the Creeps,3696,15762
Predator 2,3697,169
The Running Man,3698,865
Starman,3699,9663
The Brother from Another Planet,3700,26889
Alien Nation,3701,10128
Mad Max,3702,9659
Mad Max 2: The Road Warrior,3703,8810
Mad Max Beyond Thunderdome,3704,9355
Bird on a Wire,3705,1727
Angel Heart,3706,635
Nine 1/2 Weeks,3707,10068
Firestarter,3708,11495
Sleepwalkers,3709,11428
Action Jackson,3710,10117
Soapdish,3712,25562
The Long Walk Home,3713,51763
Clara's Heart,3714,73079
Burglar,3715,38921
Fatal Beauty,3716,35463
Gone in Sixty Seconds,3717,9679
American Pimp,3718,24587
Love's Labour's Lost,3719,51333
Sunshine 1999,3720,17771
Trixie,3721,31610
Hamlet 1990,3723,10264
Coming Home,3724,31657
American Pop,3725,29204
Assault on Precinct 13 1976,3726,17814
Near Dark,3727,11879
One False Move,3728,21128
Shaft 1971,3729,482
The Conversation,3730,592
Cutter's Way,3731,31593
The Fury,3732,12611
The Paper Chase,3733,14328
Prince of the City,3734,32047
Serpico,3735,9040
Ace in the Hole,3736,25364
Lonely Are the Brave,3737,43002
The Sugarland Express,3738,5121
Trouble in Paradise,3739,195
Big Trouble in Little China,3740,6978
Badlands,3741,3133
Battleship Potemkin,3742,643
Boys and Girls,3743,10571
Shaft 2000,3744,479
Titan A.E.,3745,7450
Butterfly,3746,31023
Jesus' Son,3747,25636
Chicken Run,3751,7443
"Me, Myself & Irene",3752,2123
The Patriot,3753,2024
The Adventures of Rocky & Bullwinkle,3754,17711
The Perfect Storm,3755,2133
Asylum,3757,25993
Communion,3758,28774
Fun & Fancy Free,3759,46929
The Kentucky Fried Movie,3760,11598
Bound by Honor,3761,9702
F/X,3763,9873
F/X2,3764,16820
The Hot Spot,3765,14864
Missing in Action,3766,15379
Braddock: Missing in Action III,3768,27352
Thunderbolt and Lightfoot,3769,8348
Dreamscape,3770,24099
The Golden Voyage of Sinbad,3771,17897
House Party,3773,16094
House Party 2,3774,16096
Make Mine Music,3775,20343
Nekromantik,3777,11822
Rocketship X-M,3780,37744
Croupier,3783,12706
The Kid 2000,3784,4244
Scary Movie,3785,4247
But I'm a Cheerleader,3786,20770
Shower,3787,1050
Blow-Up,3788,1052
The Pawnbroker,3789,20540
Groove,3790,23655
Footloose 1984,3791,1788
Duel in the Sun,3792,32275
X-Men,3793,36657
Chuck & Buck,3794,44490
The Five Senses,3795,47585
What Lies Beneath,3798,2655
Pokémon: The Movie 2000,3799,12599
Criminal Lovers,3800,33828
Anatomy of a Murder,3801,93
Freejack,3802,9278
H.O.T.S.,3804,59181
Knightriders,3805,22167
Mackenna's Gold,3806,18118
Sinbad and the Eye of the Tiger,3807,11940
What About Bob?,3809,10276
White Sands,3810,19380
Breaker Morant,3811,13783
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,3812,11624
Interiors,3813,15867
Love and Death,3814,11686
The Official Story,3816,29263
Tampopo,3819,11830
Thomas and the Magic Railroad,3820,16110
Nutty Professor II: The Klumps,3821,12107
The Girl on the Bridge,3822,10401
Wonderland 1999,3823,32640
Autumn in New York,3824,10641
Coyote Ugly,3825,6282
Hollow Man,3826,9383
Space Cowboys,3827,5551
Mad About Mambo,3829,43079
Saving Grace,3831,2360
Black Sabbath,3832,28043
The Brain That Wouldn't Die,3833,33468
Bronco Billy,3834,21866
The Crush,3835,33408
Kelly's Heroes,3836,11589
Phantasm II,3837,15158
Phantasm III: Lord of the Dead,3838,16139
Phantasm IV: Oblivion,3839,16146
Pumpkinhead,3840,26515
Air America,3841,11856
Sleepaway Camp,3843,13567
Steel Magnolias,3844,10860
...And God Created Woman,3845,8420
Easy Money,3846,18391
Ilsa: She Wolf of the SS,3847,20850
Silent Fall,3848,39473
The Spiral Staircase,3849,27452
Margaret Cho: I'm the One That I Want,3851,38548
The Tao of Steve,3852,20438
Aimee & Jaguar,3854,2211
An Affair of Love,3855,46991
Bless the Child,3857,10391
Cecil B. Demented,3858,14195
The Eyes of Tammy Faye,3859,15665
The Opportunists,3860,45905
The Replacements,3861,10393
The Cell,3863,8843
Godzilla 2000,3864,10643
The Original Kings of Comedy,3865,23618
The Naked Gun: From the Files of Police Squad!,3868,37136
The Naked Gun 2½: The Smell of Fear,3869,37137
Our Town,3870,23283
Shane,3871,3110
"Suddenly, Last Summer",3872,14698
Cat Ballou,3873,11694
The Devil Rides Out,3875,39891
Supergirl,3877,9651
The Art of War,3879,11398
The Ballad of Ramblin' Jack,3880,161687
Bring It On,3882,1588
Catfish in Black Bean Sauce,3883,287821
Love & Sex,3885,25128
Steal This Movie,3886,18153
Highlander: Endgame,3889,12211
Backstage,3890,137236
Turn It Up,3891,9995
Anatomy,3892,1698
Nurse Betty,3893,10480
The Watcher,3895,10685
The Way of the Gun,3896,1619
Almost Famous,3897,786
Crime + Punishment in Suburbia,3900,46119
Duets,3901,18074
Goya in Bordeaux,3902,170767
Urbania,3903,77332
The Specials,3905,29015
Under Suspicion,3906,10562
Urban Legends: Final Cut,3908,12212
Woman on Top,3909,14629
Dancer in the Dark,3910,16
Best in Show,3911,13785
Barenaked in America,3913,15752
The Broken Hearts Club: A Romantic Comedy,3914,22597
Girlfight,3915,19348
Remember the Titans,3916,10637
Hellraiser,3917,9003
Hellbound: Hellraiser II,3918,9064
Hellraiser III: Hell on Earth,3919,11569
"Faraway, So Close!",3920,10434
Beach Party,3921,26484
Bikini Beach,3922,39113
Return of the Fly,3923,38126
Pajama Party,3924,53617
Stranger Than Paradise,3925,469
Voyage to the Bottom of the Sea,3926,2160
Fantastic Voyage,3927,2161
Abbott and Costello Meet Frankenstein,3928,3073
The Bank Dick,3929,911
Creature from the Black Lagoon,3930,10973
The Invisible Man,3932,10787
The Killer Shrews,3933,43109
Kronos,3934,43230
Phantom of the Opera,3936,15855
Runaway,3937,9507
The Slumber Party Massacre,3938,27475
Slumber Party Massacre II,3939,27764
Slumber Party Massacre III,3940,27767
Sorority House Massacre,3941,40760
Sorority House Massacre II,3942,40446
Bamboozled,3943,24664
Digimon: The Movie,3945,20455
Get Carter 2000,3946,10461
Get Carter 1971,3947,1485
Meet the Parents,3948,1597
Requiem for a Dream,3949,641
Tigerland,3950,10687
Two Family House,3951,63956
The Contender,3952,6521
Dr. T and the Women,3953,10763
The Ladies Man,3955,16888
Lost Souls,3956,10383
Billy Jack,3957,21142
The Time Machine 1960,3959,2134
Haunted,3960,18801
Ghoulies,3961,18498
Ghoulies II,3962,28605
The Unsinkable Molly Brown,3963,42797
The Adventures of Ichabod and Mr. Toad,3964,13465
The Strange Love of Martha Ivers,3965,27033
Detour,3966,20367
Billy Elliot,3967,71
Bedazzled 2000,3968,1636
Pay It Forward,3969,10647
The Beyond,3970,19204
The Private Eyes,3971,13762
The Legend of Drunken Master,3972,12207
Book of Shadows: Blair Witch 2,3973,11531
Lucky Numbers,3975,10783
Stardom,3976,47302
Charlie's Angels,3977,4327
The Legend of Bagger Vance,3978,4958
Little Nicky,3979,9678
Men of Honor,3980,11978
Red Planet,3981,8870
You Can Count on Me,3983,14295
Diamonds Are Forever,3984,681
The Eagle Has Landed,3985,11372
The 6th Day,3986,8452
Bounce,3987,10862
How the Grinch Stole Christmas,3988,8871
One Day in September,3989,34045
Rugrats in Paris: The Movie,3990,16340
102 Dalmatians,3991,10481
Malena,3992,10867
Quills,3993,10876
Unbreakable,3994,9741
"Crouching Tiger, Hidden Dragon",3996,146
Dungeons & Dragons,3997,11849
Proof of Life,3998,11983
Vertical Limit,3999,11678
The Bounty,4000,2669
Code of Silence,4001,20721
"Planes, Trains and Automobiles",4002,2609
She's Having a Baby,4003,12714
The Living Daylights,4005,708
The Transformers: The Movie,4006,1857
Wall Street,4007,10673
Born on the Fourth of July,4008,2604
Talk Radio,4009,10132
Brewster's Millions,4010,11064
Snatch,4011,107
Punchline,4012,40820
Chocolat 2000,4014,392
"Dude, Where’s My Car?",4015,8859
The Emperor's New Groove,4016,11688
Pollock,4017,12509
What Women Want 2000,4018,3981
Finding Forrester,4019,711
The Gift 2000,4020,2046
Before Night Falls,4021,5001
Cast Away,4022,8358
The Family Man,4023,5994
The House of Mirth,4024,25520
Miss Congeniality,4025,1493
Nowhere to Hide,4026,25660
"O Brother, Where Art Thou?",4027,134
State and Main,4029,21991
Dracula 2000,4030,10577
All the Pretty Horses,4031,21355
Thirteen Days,4033,11973
Traffic,4034,1900
The Claim,4035,44853
Shadow of the Vampire,4036,10873
House of Games,4037,26719
Annie,4039,15739
Don't Tell Mom the Babysitter's Dead,4040,15413
An Officer and a Gentleman,4041,2623
The Alamo 1960,4042,11209
At Close Range,4043,13715
Breakheart Pass,4045,8043
Friendly Persuasion,4046,43258
Gettysburg,4047,10655
Imaginary Crimes,4048,75490
Antitrust,4052,9989
Double Take,4053,18828
Save the Last Dance,4054,9816
Panic,4055,20637
The Pledge,4056,5955
Love Field,4060,66599
The Man in the Moon,4061,17474
Mystic Pizza,4062,11191
Prelude to a Kiss,4063,2613
I'm Gonna Git You Sucka,4066,17006
Untamed Heart,4067,26333
Sugar & Spice,4068,16723
The Wedding Planner,4069,2018
The Invisible Circus,4073,18856
Two Ninas,4076,83500
"Harry, He's Here To Help",4077,47943
Amazon Women on the Moon,4079,5709
Baby Boom,4080,11215
Back to the Beach,4081,26477
Barfly,4082,10937
Beverly Hills Cop II,4084,96
Beverly Hills Cop,4085,90
The Big Easy,4086,11028
The Big Town,4088,67307
Born in East L.A.,4089,19324
The Brave Little Toaster,4090,19933
Can't Buy Me Love,4091,12919
Cherry 2000,4092,15785
Cry Freedom,4095,12506
The Dead,4098,39507
Dogs in Space,4101,30994
Eddie Murphy Raw,4102,17159
Empire of the Sun,4103,10110
Ernest Goes to Camp,4104,18935
The Evil Dead,4105,764
Extreme Prejudice,4106,20287
Five Corners,4108,71881
Flowers in the Attic,4109,15658
Gardens of Stone,4111,28368
"Good Morning, Babylon",4114,48149
Hiding Out,4115,26156
Hollywood Shuffle,4116,34101
Hope and Glory,4117,32054
Innerspace,4121,2614
Ironweed,4122,40962
Ishtar,4123,12704
Jaws: The Revenge,4124,580
Less Than Zero,4126,13703
The Lost Boys,4128,1547
Maid to Order,4130,2608
Making Mr. Right,4131,32058
Mannequin,4132,10019
Masters of the Universe,4133,11649
The Monster Squad,4135,13509
A Month in the Country,4136,63639
No Man's Land 1987,4139,34379
North Shore,4140,22915
Head Over Heels,4141,24940
Left Behind,4142,37302
Valentine,4143,10984
In the Mood for Love,4144,843
The Million Dollar Hotel,4146,318
Hannibal,4148,9740
Saving Silverman,4149,10878
The Taste of Others,4151,10697
Down to Earth,4153,16300
Sweet November,4155,1921
Company Man,4156,44412
Monkeybone,4158,23685
3000 Miles to Graceland,4159,12138
The Mexican,4161,6073
See Spot Run,4162,39180
Series 7: The Contenders,4166,19513
15 Minutes,4167,2749
Get Over It,4168,10050
Blow Dry,4169,17203
Long Night's Journey Into Day,4171,95682
When Brendan Met Trudy,4173,49929
Avalon 1990,4174,2302
Gray's Anatomy,4175,32686
The Mirror Crack'd,4177,6028
Of Mice and Men 1939,4178,51802
Pixote,4179,42148
Reform School Girls,4180,29492
Tapeheads,4181,25447
The Unbelievable Truth,4183,38545
The Bishop's Wife,4184,19490
Elvis That's the Way It Is,4185,31151
The Fortune Cookie,4186,1888
Lilies of the Field,4187,38805
Hans Christian Andersen,4188,16618
The Greatest Story Ever Told,4189,2428
Elmer Gantry,4190,22013
Alfie 1966,4191,15598
I Know Where I'm Going!,4194,56137
The Abominable Dr. Phibes,4195,17965
Real Life,4197,33250
Battle Beyond the Stars,4198,14460
Double Impact,4200,9594
The End,4201,35976
Harley Davidson and the Marlboro Man,4203,2453
Mermaids,4205,4587
Unmade Beds,4208,125099
Manhunter,4210,11454
Reversal of Fortune,4211,38718
Death on the Nile,4212,4192
DeepStar Six,4213,11607
Revenge of the Nerds,4214,14052
Revenge of the Nerds II: Nerds in Paradise,4215,16889
Longtime Companion,4216,39934
4 Little Girls,4217,26580
River's Edge,4218,21309
Girls Just Want to Have Fun,4219,16263
The Longest Yard 1974,4220,4985
Necessary Roughness,4221,20704
C.H.U.D.,4222,23730
Enemy at the Gates,4223,853
Exit Wounds,4224,10877
The Dish,4225,5257
Memento,4226,77
Heartbreakers,4228,10833
Say It Isn't So,4229,20309
Someone Like You...,4231,12658
Spy Kids,4232,10054
Tomcats,4233,10646
The Tailor of Panama,4234,2575
Amores perros,4235,55
Keep the River on Your Right: A Modern Cannibal Tale,4236,65075
The Gleaners & I,4237,44379
Along Came a Spider,4238,2043
Blow,4239,4133
Pokémon: Spell of the Unknown,4241,10991
Bridget Jones's Diary,4246,634
Joe Dirt,4247,10956
Josie and the Pussycats,4248,19366
Chopper,4251,9519
The Circle,4252,13898
Crocodile Dundee in Los Angeles,4254,9290
Freddy Got Fingered,4255,13166
Scarface 1983,4262,111
Days of Wine and Roses,4263,32488
Driven,4265,10477
The Forsaken,4266,12484
One Night at McCool's,4267,2144
Town & Country,4268,24113
The Mummy Returns,4270,1734
Eureka,4271,38047
Under the Sand,4273,4973
Cleopatra,4274,8095
Krull,4275,849
Lost in America,4276,27223
The Lost World,4277,2981
Triumph of the Will,4278,39266
True Believer,4279,31863
The World According to Garp,4280,11307
Candy,4281,46498
Fellini Satyricon,4282,11163
Frankie and Johnny,4284,18691
For the Boys,4290,25221
Nine to Five,4291,19494
Norma Rae,4292,40842
Summer Rental,4293,19357
"The 5,000 Fingers of Dr. T.",4294,33743
Love Story,4296,9062
Pelle the Conqueror,4297,11174
Rififi,4298,934
A Knight's Tale,4299,9476
Bread and Roses,4300,37691
The King Is Alive,4302,10613
Startup.com,4304,14268
Angel Eyes,4305,5852
